date,metric_name,value
2024-02-22,marketing_spend,13831.0
2024-02-22,discount_percentage,1.58
2024-02-22,order_processing_time,9.0
2024-02-23,revenue,12356.0
2024-02-23,profit,30055.0
2024-02-23,units_sold,534.0
2024-02-23,customer_satisfaction,1.65
2024-02-23,marketing_spend,19683.0
2024-02-23,discount_percentage,21.78
2024-02-23,order_processing_time,3.0
2024-02-24,revenue,80326.0
2024-02-24,profit,43891.0
2024-02-24,units_sold,686.0
2024-02-24,customer_satisfaction,1.33
2024-02-24,marketing_spend,7078.0
2024-02-24,discount_percentage,3.64
2024-02-24,order_processing_time,2.0
2024-02-25,revenue,102447.0
2024-02-25,profit,17376.0
2024-02-25,units_sold,111.0
2024-02-25,customer_satisfaction,1.08
2024-02-25,marketing_spend,5375.0
2024-02-25,discount_percentage,9.08
2024-02-25,order_processing_time,4.0
2024-02-26,revenue,124994.0
2024-02-26,profit,7588.0
2024-02-26,units_sold,801.0
2024-02-26,customer_satisfaction,1.66
2024-02-26,marketing_spend,12754.0
2024-02-26,discount_percentage,15.97
2024-02-26,order_processing_time,2.0
2024-02-27,revenue,30049.0
2024-02-27,profit,26000.0
2024-02-27,units_sold,779.0
2024-02-27,customer_satisfaction,4.56
2024-02-27,marketing_spend,18686.0
2024-02-27,discount_percentage,16.93
2024-02-27,order_processing_time,1.0
2024-02-28,revenue,115361.0
2024-02-28,profit,7304.0
2024-02-28,units_sold,991.0
2024-02-28,customer_satisfaction,1.97
2024-02-28,marketing_spend,11405.0
2024-02-28,discount_percentage,18.02
2024-02-28,order_processing_time,3.0
2024-02-29,revenue,26082.0
2024-02-29,profit,8345.0
2024-02-29,units_sold,858.0
2024-02-29,customer_satisfaction,2.42
2024-02-29,marketing_spend,13853.0
2024-02-29,discount_percentage,4.99
2024-02-29,order_processing_time,7.0
2024-03-01,revenue,10661.0
2024-03-01,profit,30300.0
2024-03-01,units_sold,877.0
2024-03-01,customer_satisfaction,1.42
2024-03-01,marketing_spend,16382.0
2024-03-01,discount_percentage,11.39
2024-03-01,order_processing_time,1.0
2024-03-02,revenue,178484.0
2024-03-02,profit,25259.0
2024-03-02,units_sold,407.0
2024-03-02,customer_satisfaction,1.89
2024-03-02,marketing_spend,19541.0
2024-03-02,discount_percentage,18.52
2024-03-02,order_processing_time,2.0
2024-03-03,revenue,12920.0
2024-03-03,profit,26470.0
2024-03-03,units_sold,147.0
2024-03-03,customer_satisfaction,3.08
2024-03-03,marketing_spend,10163.0
2024-03-03,discount_percentage,29.09
2024-03-03,order_processing_time,1.0
2024-03-04,revenue,89561.0
2024-03-04,profit,24017.0
2024-03-04,units_sold,684.0
2024-03-04,customer_satisfaction,3.43
2024-03-04,marketing_spend,19833.0
2024-03-04,discount_percentage,21.83
2024-03-04,order_processing_time,8.0
2024-03-05,revenue,18946.0
2024-03-05,profit,16352.0
2024-03-05,units_sold,930.0
2024-03-05,customer_satisfaction,1.98
2024-03-05,marketing_spend,1441.0
2024-03-05,discount_percentage,27.68
2024-03-05,order_processing_time,5.0
2024-03-06,revenue,186572.0
2024-03-06,profit,34365.0
2024-03-06,units_sold,396.0
2024-03-06,customer_satisfaction,1.23
2024-03-06,marketing_spend,2407.0
2024-03-06,discount_percentage,22.87
2024-03-06,order_processing_time,8.0
2024-03-07,revenue,26309.0
2024-03-07,profit,20446.0
2024-03-07,units_sold,120.0
2024-03-07,customer_satisfaction,2.56
2024-03-07,marketing_spend,5337.0
2024-03-07,discount_percentage,17.75
2024-03-07,order_processing_time,3.0
2024-03-08,revenue,65230.0
2024-03-08,profit,3336.0
2024-03-08,units_sold,623.0
2024-03-08,customer_satisfaction,1.94
2024-03-08,marketing_spend,14180.0
2024-03-08,discount_percentage,5.76
2024-03-08,order_processing_time,7.0
2024-03-09,revenue,121822.0
2024-03-09,profit,10879.0
2024-03-09,units_sold,26.0
2024-03-09,customer_satisfaction,1.88
2024-03-09,marketing_spend,18127.0
2024-03-09,discount_percentage,20.0
2024-03-09,order_processing_time,8.0
2024-03-10,revenue,171099.0
2024-03-10,profit,33316.0
2024-03-10,units_sold,789.0
2024-03-10,customer_satisfaction,4.84
2024-03-10,marketing_spend,6196.0
2024-03-10,discount_percentage,18.7
2024-03-10,order_processing_time,6.0
2024-03-11,revenue,122340.0
2024-03-11,profit,34340.0
2024-03-11,units_sold,191.0
2024-03-11,customer_satisfaction,3.47
2024-03-11,marketing_spend,16726.0
2024-03-11,discount_percentage,18.07
2024-03-11,order_processing_time,7.0
2024-03-12,revenue,69321.0
2024-03-12,profit,8521.0
2024-03-12,units_sold,893.0
2024-03-12,customer_satisfaction,3.23
2024-03-12,marketing_spend,14043.0
2024-03-12,discount_percentage,14.69
2024-03-12,order_processing_time,2.0
2024-03-13,revenue,142028.0
2024-03-13,profit,7171.0
2024-03-13,units_sold,545.0
2024-03-13,customer_satisfaction,2.66
2024-03-13,marketing_spend,13115.0
2024-03-13,discount_percentage,15.86
2024-03-13,order_processing_time,8.0
2024-03-14,revenue,84131.0
2024-03-14,profit,24481.0
2024-03-14,units_sold,550.0
2024-03-14,customer_satisfaction,2.72
2024-03-14,marketing_spend,1966.0
2024-03-14,discount_percentage,10.03
2024-03-14,order_processing_time,5.0
2024-03-15,revenue,188980.0
2024-03-15,profit,19474.0
2024-03-15,units_sold,180.0
2024-03-15,customer_satisfaction,3.16
2024-03-15,marketing_spend,18850.0
2024-03-15,discount_percentage,15.58
2024-03-15,order_processing_time,7.0
2024-03-16,revenue,35963.0
2024-03-16,profit,47760.0
2024-03-16,units_sold,418.0
2024-03-16,customer_satisfaction,3.79
2024-03-16,marketing_spend,875.0
2024-03-16,discount_percentage,5.93
2024-03-16,order_processing_time,1.0
2024-03-17,revenue,111757.0
2024-03-17,profit,45629.0
2024-03-17,units_sold,749.0
2024-03-17,customer_satisfaction,3.81
2024-03-17,marketing_spend,762.0
2024-03-17,discount_percentage,24.16
2024-03-17,order_processing_time,5.0
2024-03-18,revenue,180515.0
2024-03-18,profit,46232.0
2024-03-18,units_sold,387.0
2024-03-18,customer_satisfaction,1.69
2024-03-18,marketing_spend,12080.0
2024-03-18,discount_percentage,5.57
2024-03-18,order_processing_time,1.0
2024-03-19,revenue,109259.0
2024-03-19,profit,22008.0
2024-03-19,units_sold,197.0
2024-03-19,customer_satisfaction,3.0
2024-03-19,marketing_spend,10636.0
2024-03-19,discount_percentage,2.55
2024-03-19,order_processing_time,8.0
2024-03-20,revenue,49063.0
2024-03-20,profit,2633.0
2024-03-20,units_sold,867.0
2024-03-20,customer_satisfaction,2.65
2024-03-20,marketing_spend,8333.0
2024-03-20,discount_percentage,13.09
2024-03-20,order_processing_time,4.0
2024-03-21,revenue,124225.0
2024-03-21,profit,13485.0
2024-03-21,units_sold,239.0
2024-03-21,customer_satisfaction,4.48
2024-03-21,marketing_spend,2393.0
2024-03-21,discount_percentage,19.75
2024-03-21,order_processing_time,4.0
2024-03-22,revenue,126400.0
2024-03-22,profit,44617.0
2024-03-22,units_sold,842.0
2024-03-22,customer_satisfaction,3.53
2024-03-22,marketing_spend,8606.0
2024-03-22,discount_percentage,13.13
2024-03-22,order_processing_time,2.0
2024-03-23,revenue,90818.0
2024-03-23,profit,4648.0
2024-03-23,units_sold,861.0
2024-03-23,customer_satisfaction,3.13
2024-03-23,marketing_spend,12326.0
2024-03-23,discount_percentage,8.3
2024-03-23,order_processing_time,5.0
2024-03-24,revenue,14703.0
2024-03-24,profit,48945.0
2024-03-24,units_sold,128.0
2024-03-24,customer_satisfaction,1.46
2024-03-24,marketing_spend,2152.0
2024-03-24,discount_percentage,16.75
2024-03-24,order_processing_time,1.0
2024-03-25,revenue,82099.0
2024-03-25,profit,14140.0
2024-03-25,units_sold,165.0
2024-03-25,customer_satisfaction,3.42
2024-03-25,marketing_spend,1099.0
2024-03-25,discount_percentage,10.41
2024-03-25,order_processing_time,9.0
2024-03-26,revenue,166921.0
2024-03-26,profit,18921.0
2024-03-26,units_sold,793.0
2024-03-26,customer_satisfaction,1.47
2024-03-26,marketing_spend,18796.0
2024-03-26,discount_percentage,27.99
2024-03-26,order_processing_time,5.0
2024-03-27,revenue,172932.0
2024-03-27,profit,15357.0
2024-03-27,units_sold,696.0
2024-03-27,customer_satisfaction,2.35
2024-03-27,marketing_spend,9292.0
2024-03-27,discount_percentage,27.68
2024-03-27,order_processing_time,6.0
2024-03-28,revenue,41585.0
2024-03-28,profit,47136.0
2024-03-28,units_sold,474.0
2024-03-28,customer_satisfaction,1.57
2024-03-28,marketing_spend,4137.0
2024-03-28,discount_percentage,15.07
2024-03-28,order_processing_time,2.0
2024-03-29,revenue,163087.0
2024-03-29,profit,4137.0
2024-03-29,units_sold,113.0
2024-03-29,customer_satisfaction,3.77
2024-03-29,marketing_spend,10855.0
2024-03-29,discount_percentage,9.84
2024-03-29,order_processing_time,1.0
2024-03-30,revenue,53585.0
2024-03-30,profit,1097.0
2024-03-30,units_sold,613.0
2024-03-30,customer_satisfaction,1.83
2024-03-30,marketing_spend,16489.0
2024-03-30,discount_percentage,22.11
2024-03-30,order_processing_time,4.0
2024-03-31,revenue,36958.0
2024-03-31,profit,12407.0
2024-03-31,units_sold,707.0
2024-03-31,customer_satisfaction,2.57
2024-03-31,marketing_spend,9790.0
2024-03-31,discount_percentage,1.1
2024-03-31,order_processing_time,7.0
2024-04-01,revenue,36017.0
2024-04-01,profit,31575.0
2024-04-01,units_sold,981.0
2024-04-01,customer_satisfaction,4.58
2024-04-01,marketing_spend,6099.0
2024-04-01,discount_percentage,14.24
2024-04-01,order_processing_time,6.0
2024-04-02,revenue,134677.0
2024-04-02,profit,13722.0
2024-04-02,units_sold,804.0
2024-04-02,customer_satisfaction,1.82
2024-04-02,marketing_spend,14842.0
2024-04-02,discount_percentage,10.09
2024-04-02,order_processing_time,1.0
2024-04-03,revenue,186422.0
2024-04-03,profit,13924.0
2024-04-03,units_sold,511.0
2024-04-03,customer_satisfaction,3.03
2024-04-03,marketing_spend,14445.0
2024-04-03,discount_percentage,27.62
2024-04-03,order_processing_time,1.0
2024-04-04,revenue,153273.0
2024-04-04,profit,4750.0
2024-04-04,units_sold,702.0
2024-04-04,customer_satisfaction,2.68
2024-04-04,marketing_spend,11262.0
2024-04-04,discount_percentage,0.36
2024-04-04,order_processing_time,8.0
2024-04-05,revenue,39426.0
2024-04-05,profit,28733.0
2024-04-05,units_sold,691.0
2024-04-05,customer_satisfaction,1.07
2024-04-05,marketing_spend,14812.0
2024-04-05,discount_percentage,16.58
2024-04-05,order_processing_time,4.0
2024-04-06,revenue,27778.0
2024-04-06,profit,9535.0
2024-04-06,units_sold,708.0
2024-04-06,customer_satisfaction,4.17
2024-04-06,marketing_spend,7882.0
2024-04-06,discount_percentage,22.22
2024-04-06,order_processing_time,5.0
2024-04-07,revenue,186313.0
2024-04-07,profit,25487.0
2024-04-07,units_sold,184.0
2024-04-07,customer_satisfaction,1.28
2024-04-07,marketing_spend,9482.0
2024-04-07,discount_percentage,14.55
2024-04-07,order_processing_time,7.0
2024-04-08,revenue,52229.0
2024-04-08,profit,31651.0
2024-04-08,units_sold,743.0
2024-04-08,customer_satisfaction,2.9
2024-04-08,marketing_spend,8207.0
2024-04-08,discount_percentage,2.56
2024-04-08,order_processing_time,8.0
2024-04-09,revenue,96652.0
2024-04-09,profit,5666.0
2024-04-09,units_sold,754.0
2024-04-09,customer_satisfaction,3.24
2024-04-09,marketing_spend,17630.0
2024-04-09,discount_percentage,29.17
2024-04-09,order_processing_time,7.0
2024-04-10,revenue,138267.0
2024-04-10,profit,49777.0
2024-04-10,units_sold,683.0
2024-04-10,customer_satisfaction,3.51
2024-04-10,marketing_spend,5133.0
2024-04-10,discount_percentage,15.54
2024-04-10,order_processing_time,2.0
2024-04-11,revenue,189436.0
2024-04-11,profit,17994.0
2024-04-11,units_sold,430.0
2024-04-11,customer_satisfaction,3.75
2024-04-11,marketing_spend,17804.0
2024-04-11,discount_percentage,18.43
2024-04-11,order_processing_time,4.0
2024-04-12,revenue,136503.0
2024-04-12,profit,2727.0
2024-04-12,units_sold,143.0
2024-04-12,customer_satisfaction,2.01
2024-04-12,marketing_spend,9769.0
2024-04-12,discount_percentage,7.1
2024-04-12,order_processing_time,1.0
2024-04-13,revenue,94878.0
2024-04-13,profit,35622.0
2024-04-13,units_sold,400.0
2024-04-13,customer_satisfaction,1.04
2024-04-13,marketing_spend,14278.0
2024-04-13,discount_percentage,14.5
2024-04-13,order_processing_time,9.0
2024-04-14,revenue,67056.0
2024-04-14,profit,11800.0
2024-04-14,units_sold,745.0
2024-04-14,customer_satisfaction,3.89
2024-04-14,marketing_spend,7508.0
2024-04-14,discount_percentage,12.87
2024-04-14,order_processing_time,3.0
2024-04-15,revenue,168562.0
2024-04-15,profit,38823.0
2024-04-15,units_sold,510.0
2024-04-15,customer_satisfaction,3.14
2024-04-15,marketing_spend,16023.0
2024-04-15,discount_percentage,2.25
2024-04-15,order_processing_time,3.0
2024-04-16,revenue,29975.0
2024-04-16,profit,44039.0
2024-04-16,units_sold,674.0
2024-04-16,customer_satisfaction,4.34
2024-04-16,marketing_spend,19265.0
2024-04-16,discount_percentage,3.18
2024-04-16,order_processing_time,9.0
2024-04-17,revenue,167795.0
2024-04-17,profit,19708.0
2024-04-17,units_sold,42.0
2024-04-17,customer_satisfaction,4.29
2024-04-17,marketing_spend,4118.0
2024-04-17,discount_percentage,25.12
2024-04-17,order_processing_time,3.0
2024-04-18,revenue,164351.0
2024-04-18,profit,13819.0
2024-04-18,units_sold,64.0
2024-04-18,customer_satisfaction,4.37
2024-04-18,marketing_spend,772.0
2024-04-18,discount_percentage,7.19
2024-04-18,order_processing_time,8.0
2024-04-19,revenue,152633.0
2024-04-19,profit,10369.0
2024-04-19,units_sold,963.0
2024-04-19,customer_satisfaction,2.94
2024-04-19,marketing_spend,13507.0
2024-04-19,discount_percentage,5.85
2024-04-19,order_processing_time,2.0
2024-04-20,revenue,98397.0
2024-04-20,profit,10283.0
2024-04-20,units_sold,528.0
2024-04-20,customer_satisfaction,2.33
2024-04-20,marketing_spend,18657.0
2024-04-20,discount_percentage,15.15
2024-04-20,order_processing_time,3.0
2024-04-21,revenue,190225.0
2024-04-21,profit,31573.0
2024-04-21,units_sold,765.0
2024-04-21,customer_satisfaction,4.17
2024-04-21,marketing_spend,3047.0
2024-04-21,discount_percentage,23.06
2024-04-21,order_processing_time,2.0
2024-04-22,revenue,43142.0
2024-04-22,profit,14171.0
2024-04-22,units_sold,834.0
2024-04-22,customer_satisfaction,2.81
2024-04-22,marketing_spend,3664.0
2024-04-22,discount_percentage,1.86
2024-04-22,order_processing_time,1.0
2024-04-23,revenue,36916.0
2024-04-23,profit,31933.0
2024-04-23,units_sold,647.0
2024-04-23,customer_satisfaction,1.73
2024-04-23,marketing_spend,14914.0
2024-04-23,discount_percentage,17.3
2024-04-23,order_processing_time,2.0
2024-04-24,revenue,74324.0
2024-04-24,profit,6774.0
2024-04-24,units_sold,21.0
2024-04-24,customer_satisfaction,4.42
